Invoice Date,Year,Quarter,Month,Invoice Type,Invoice Number,Invoice  Line,Product Code,Market,Customer Number,Area,Agent,Unit Price Customer ILS,Unit Price  USD,QTY Supply ,QTY Order,% Supply
16/04/2021,2021,2021-Q2,Apr-2021,Sold,406894,34,SKU327,Institutional Market,CUST12537,Center,Elad,37.5,11.40857925,40,40,1
19/04/2021,2021,2021-Q2,Apr-2021,Sold,406908,6,SKU168,Institutional Market,CUST12537,Center,Elad,55.18,16.81804325,4,4,1
20/04/2021,2021,2021-Q2,Apr-2021,Sold,406922,20,SKU191,Institutional Market,CUST12537,Center,Elad,14.0325,4.297856,6,6,1
26/05/2021,2021,2021-Q2,May-2021,Sold,407172,3,SKU388,Institutional Market,CUST12537,Center,Elad,34.02,10.4935225,42,42,1
01/05/2020,2020,2020-Q2,May-2020,Sold,470571,3,SKU259, Private market,CUST12538,Center,Tikva ,7.3625,2.104172625,9,10,0.9
07/05/2020,2020,2020-Q2,May-2020,Sold,470604,80,SKU292, Private market,CUST12538,Center,Tikva ,13.3375,3.784761625,10,10,1
16/06/2020,2020,2020-Q2,Jun-2020,Sold,470793,74,SKU159, Private market,CUST12538,Center,Tikva ,1.7875,0.516022,2,2,1
23/06/2020,2020,2020-Q2,Jun-2020,Sold,470824,30,SKU429, Private market,CUST12538,Center,Tikva ,7.475,2.168552375,1,1,1
04/11/2020,2020,2020-Q4,Nov-2020,Sold,471449,1,SKU156, Private market,CUST12538,Center,Tikva ,7.0925,2.086029375,2,2,1
08/01/2021,2021,2021-Q1,Jan-2021,Sold,472577,48,SKU165, Private market,CUST12538,Center,Tikva ,53.175,16.71118788,15,30,0.5
09/02/2021,2021,2021-Q1,Feb-2021,Sold,472738,30,SKU128, Private market,CUST12538,Center,Tikva ,1.1625,0.35420475,1,1,1
01/05/2020,2020,2020-Q2,May-2020,Sold,470574,5,SKU260, Private market,CUST12539,Center,Avi,15.625,4.465561625,18,20,0.9
24/05/2020,2020,2020-Q2,May-2020,Return,104064,32,SKU259, Private market,CUST12539,Center,Avi,-2.20875,-0.6258855,-3,-3,1
19/08/2020,2020,2020-Q3,Aug-2020,Sold,471089,16,SKU127, Private market,CUST12539,Center,Avi,1.76875,0.520067625,1,1,1
19/10/2020,2020,2020-Q4,Oct-2020,Sold,471371,8,SKU180, Private market,CUST12539,Center,Avi,65.625,19.39846288,25,25,1
18/01/2021,2021,2021-Q1,Jan-2021,Sold,472625,28,SKU306, Private market,CUST12539,Center,Avi,22.875,7.0798515,5,10,0.5
29/04/2021,2021,2021-Q2,Apr-2021,Return,104128,1,SKU178, Private market,CUST12539,Center,Avi,-43.995,-13.53275913,-4,-4,1
03/05/2021,2021,2021-Q2,May-2021,Sold,473126,7,SKU277, Private market,CUST12539,Center,Avi,3.0375,0.935478875,2,2,1
22/05/2021,2021,2021-Q2,May-2021,Sold,473221,2,SKU135, Private market,CUST12539,Center,Avi,16.65,5.101103,10,10,1
01/05/2020,2020,2020-Q2,May-2020,Sold,470572,4,SKU197, Private market,CUST12540,Center,Aviv,0.9925,0.2836525,1,1,1
05/05/2020,2020,2020-Q2,May-2020,Sold,470587,21,SKU289, Private market,CUST12540,Center,Aviv,5.625,1.611286125,1,1,1
06/05/2020,2020,2020-Q2,May-2020,Return,104059,15,SKU293, Private market,CUST12540,Center,Aviv,-7.08375,-2.01014475,-1,-1,1
03/07/2020,2020,2020-Q3,Jul-2020,Sold,470874,9,SKU253, Private market,CUST12540,Center,Aviv,30.405,8.80283725,3,3,1
17/12/2020,2020,2020-Q4,Dec-2020,Sold,472484,27,SKU191, Private market,CUST12540,Center,Aviv,7.28625,2.23847925,3,3,1
16/02/2021,2021,2021-Q1,Feb-2021,Sold,472776,17,SKU123, Private market,CUST12540,Center,Aviv,11.625,3.578024,10,10,1
22/04/2021,2021,2021-Q2,Apr-2021,Sold,473068,44,SKU167, Private market,CUST12540,Center,Aviv,11.1125,3.417127875,10,10,1
01/05/2020,2020,2020-Q2,May-2020,Sold,470574,7,SKU139, Private market,CUST12541,Center,Aviv,80,22.86367538,9,10,0.9
13/05/2020,2020,2020-Q2,May-2020,Sold,470638,11,SKU267, Private market,CUST12541,Center,Aviv,8.075,2.29533825,2,2,1
21/05/2020,2020,2020-Q2,May-2020,Sold,470674,20,SKU176, Private market,CUST12541,Center,Aviv,0,0,9,9,1
25/05/2020,2020,2020-Q2,May-2020,Sold,470685,37,SKU244, Private market,CUST12541,Center,Aviv,13.695,3.88070275,6,6,1
22/06/2020,2020,2020-Q2,Jun-2020,Sold,470820,20,SKU196, Private market,CUST12541,Center,Aviv,18.4,5.337975,8,8,1
26/06/2020,2020,2020-Q2,Jun-2020,Sold,470844,3,SKU176, Private market,CUST12541,Center,Aviv,74.75,21.8248175,20,20,1
02/07/2020,2020,2020-Q3,Jul-2020,Sold,470869,14,SKU180, Private market,CUST12541,Center,Aviv,10.5,3.02942875,4,4,1
10/07/2020,2020,2020-Q3,Jul-2020,Sold,470913,29,SKU244, Private market,CUST12541,Center,Aviv,18.26,5.3019745,8,8,1
06/08/2020,2020,2020-Q3,Aug-2020,Sold,471032,39,SKU398, Private market,CUST12541,Center,Aviv,8.8875,2.60477725,5,6,0.833333333
10/08/2020,2020,2020-Q3,Aug-2020,Sold,471045,26,SKU175, Private market,CUST12541,Center,Aviv,1.2375,0.363009625,1,1,1
18/08/2020,2020,2020-Q3,Aug-2020,Sold,471083,2,SKU300, Private market,CUST12541,Center,Aviv,0,0,2,2,1
21/08/2020,2020,2020-Q3,Aug-2020,Sold,471105,4,SKU418, Private market,CUST12541,Center,Aviv,0.97625,0.287132375,1,1,1
11/09/2020,2020,2020-Q3,Sep-2020,Sold,471208,22,SKU350, Private market,CUST12541,Center,Aviv,2.4725,0.72422375,2,2,1
14/09/2020,2020,2020-Q3,Sep-2020,Sold,471217,4,SKU160, Private market,CUST12541,Center,Aviv,10.8375,3.15226875,3,3,1
30/09/2020,2020,2020-Q3,Sep-2020,Sold,471275,11,SKU231, Private market,CUST12541,Center,Aviv,0,0,6,6,1
23/10/2020,2020,2020-Q4,Oct-2020,Sold,471399,4,SKU124, Private market,CUST12541,Center,Aviv,24.255,7.16543575,4,4,1
12/11/2020,2020,2020-Q4,Nov-2020,Sold,471497,15,SKU291, Private market,CUST12541,Center,Aviv,6.41875,1.9012885,5,5,1
25/11/2020,2020,2020-Q4,Nov-2020,Sold,471565,2,SKU207, Private market,CUST12541,Center,Aviv,1.22875,0.367779125,1,1,1
21/12/2020,2020,2020-Q4,Dec-2020,Sold,472502,25,SKU123, Private market,CUST12541,Center,Aviv,9.3,2.86948475,8,8,1
08/01/2021,2021,2021-Q1,Jan-2021,Sold,472580,46,SKU159, Private market,CUST12541,Center,Aviv,8.9375,2.808768125,5,10,0.5
18/01/2021,2021,2021-Q1,Jan-2021,Sold,472625,2,SKU411, Private market,CUST12541,Center,Aviv,3.5,1.083256,1,1,1
04/02/2021,2021,2021-Q1,Feb-2021,Sold,472719,21,SKU158, Private market,CUST12541,Center,Aviv,3.015,0.913636375,2,3,0.666666667
17/02/2021,2021,2021-Q1,Feb-2021,Sold,472779,17,SKU342, Private market,CUST12541,Center,Aviv,28.7625,8.866368625,3,3,1
18/02/2021,2021,2021-Q1,Feb-2021,Sold,472786,1,SKU411, Private market,CUST12541,Center,Aviv,3.5,1.081248125,1,1,1
23/02/2021,2021,2021-Q1,Feb-2021,Sold,472810,26,SKU134, Private market,CUST12541,Center,Aviv,99.4625,30.40736775,1,1,1
24/02/2021,2021,2021-Q1,Feb-2021,Sold,472817,27,SKU244, Private market,CUST12541,Center,Aviv,11.4125,3.49647675,5,5,1
25/02/2021,2021,2021-Q1,Feb-2021,Sold,472823,17,SKU150, Private market,CUST12541,Center,Aviv,10.7375,3.28967525,10,10,1
04/03/2021,2021,2021-Q1,Mar-2021,Sold,472851,1,SKU182, Private market,CUST12541,Center,Aviv,45.7,13.85268263,20,20,1
27/04/2021,2021,2021-Q2,Apr-2021,Sold,473090,6,SKU583, Private market,CUST12541,Center,Aviv,7.3075,2.25540125,2,2,1
11/05/2021,2021,2021-Q2,May-2021,Sold,473169,22,SKU191, Private market,CUST12541,Center,Aviv,7.28625,2.2412335,3,3,1
24/05/2021,2021,2021-Q2,May-2021,Sold,473226,25,SKU247, Private market,CUST12541,Center,Aviv,4.035,1.239631375,2,2,1
30/05/2021,2021,2021-Q2,May-2021,Sold,473254,2,SKU167, Private market,CUST12541,Center,Aviv,22.775,7.012007375,20,20,1
01/05/2020,2020,2020-Q2,May-2020,Sold,404634,6,SKU163, Private market,CUST12542,Center,Yael,50.25,14.36124613,22,24,0.916666667
06/05/2020,2020,2020-Q2,May-2020,Sold,404667,6,SKU128, Private market,CUST12542,Center,Yael,3.4875,0.988800625,3,3,1
19/05/2020,2020,2020-Q2,May-2020,Sold,404751,2,SKU282, Private market,CUST12542,Center,Yael,63.81,18.06113788,12,12,1
24/06/2020,2020,2020-Q2,Jun-2020,Sold,404979,4,SKU181, Private market,CUST12542,Center,Yael,5.0725,1.4719965,2,2,1
25/06/2020,2020,2020-Q2,Jun-2020,Sold,404991,12,SKU176, Private market,CUST12542,Center,Yael,149.5,43.53523588,40,40,1
01/07/2020,2020,2020-Q3,Jul-2020,Sold,405030,1,SKU327, Private market,CUST12542,Center,Yael,0,0,6,6,1
17/09/2020,2020,2020-Q3,Sep-2020,Sold,405542,1,SKU178, Private market,CUST12542,Center,Yael,86.875,25.46907063,5,5,1
28/10/2020,2020,2020-Q4,Oct-2020,Sold,405798,5,SKU174, Private market,CUST12542,Center,Yael,0.915,0.27063,1,1,1
20/11/2020,2020,2020-Q4,Nov-2020,Sold,405954,6,SKU150, Private market,CUST12542,Center,Yael,5.36875,1.60644825,5,5,1
17/02/2021,2021,2021-Q1,Feb-2021,Sold,406531,10,SKU285, Private market,CUST12542,Center,Yael,22.4875,6.932028375,10,10,1
25/03/2021,2021,2021-Q1,Mar-2021,Sold,406770,1,SKU285, Private market,CUST12542,Center,Yael,4.4975,1.364946875,2,2,1
08/04/2021,2021,2021-Q2,Apr-2021,Sold,406852,17,SKU323, Private market,CUST12542,Center,Yael,0,0,5,5,1
19/04/2021,2021,2021-Q2,Apr-2021,Sold,406905,26,SKU383, Private market,CUST12542,Center,Yael,53.1125,16.1879,2,2,1
01/05/2020,2020,2020-Q2,May-2020,Sold,404636,9,SKU180, Private market,CUST12543,Center,Avi,39.375,11.25321525,14,15,0.933333333
08/06/2020,2020,2020-Q2,Jun-2020,Sold,404868,19,SKU150, Private market,CUST12543,Center,Avi,10.7375,3.10781475,10,10,1
26/10/2020,2020,2020-Q4,Oct-2020,Sold,405781,21,SKU127, Private market,CUST12543,Center,Avi,3.5375,1.04721725,2,2,1
12/11/2020,2020,2020-Q4,Nov-2020,Sold,405899,7,SKU154, Private market,CUST12543,Center,Avi,9.7325,2.8743355,1,1,1
23/12/2020,2020,2020-Q4,Dec-2020,Sold,88297,1,SKU502, Private market,CUST12543,Center,Avi,72.4125,22.39100188,2,3,0.666666667
24/12/2020,2020,2020-Q4,Dec-2020,Sold,406176,9,SKU214, Private market,CUST12543,Center,Avi,4.3575,1.347402625,1,2,0.5
07/02/2021,2021,2021-Q1,Feb-2021,Sold,406457,11,SKU320, Private market,CUST12543,Center,Avi,5.9525,1.80488175,1,1,1
09/02/2021,2021,2021-Q1,Feb-2021,Sold,406477,25,SKU307, Private market,CUST12543,Center,Avi,53.25,16.20511263,20,40,0.5
16/02/2021,2021,2021-Q1,Feb-2021,Sold,406521,6,SKU191, Private market,CUST12543,Center,Avi,12.14375,3.7376885,5,5,1
23/02/2021,2021,2021-Q1,Feb-2021,Sold,406569,11,SKU247, Private market,CUST12543,Center,Avi,4.035,1.234700125,2,2,1
19/04/2021,2021,2021-Q2,Apr-2021,Sold,406907,5,SKU123, Private market,CUST12543,Center,Avi,11.625,3.543127125,10,10,1
01/05/2020,2020,2020-Q2,May-2020,Sold,404636,9,SKU153, Private market,CUST12544,Center,Dalia ,10.365,2.962274875,3,3,1
20/07/2020,2020,2020-Q3,Jul-2020,Sold,405152,4,SKU165, Private market,CUST12544,Center,Dalia ,0,0,3,3,1
07/09/2020,2020,2020-Q3,Sep-2020,Sold,405466,2,SKU215, Private market,CUST12544,Center,Dalia ,0,0,2,2,1
01/05/2020,2020,2020-Q2,May-2020,Sold,404633,3,SKU261, Private market,CUST12545,Center,Yael,24.375,6.966276125,9,10,0.9
08/06/2020,2020,2020-Q2,Jun-2020,Sold,404863,18,SKU237, Private market,CUST12545,Center,Yael,56.1875,16.26266275,50,50,1
03/08/2020,2020,2020-Q3,Aug-2020,Sold,405239,1,SKU179, Private market,CUST12545,Center,Yael,81.5625,23.9326585,26,30,0.866666667
25/08/2020,2020,2020-Q3,Aug-2020,Sold,405387,2,SKU123, Private market,CUST12545,Center,Yael,23.25,6.83019975,20,20,1
26/08/2020,2020,2020-Q3,Aug-2020,Sold,405396,4,SKU143, Private market,CUST12545,Center,Yael,20.975,6.165490875,20,20,1
04/09/2020,2020,2020-Q3,Sep-2020,Sold,405452,3,SKU420, Private market,CUST12545,Center,Yael,22.175,6.58793825,20,20,1
17/11/2020,2020,2020-Q4,Nov-2020,Sold,405924,1,SKU387, Private market,CUST12545,Center,Yael,230.1,68.44140388,15,15,1
04/03/2021,2021,2021-Q1,Mar-2021,Sold,406629,1,SKU509, Private market,CUST12545,Center,Yael,20.99,6.362534125,2,2,1
13/05/2021,2021,2021-Q2,May-2021,Sold,407087,3,SKU307, Private market,CUST12545,Center,Yael,26.625,8.107490875,20,20,1
03/06/2021,2021,2021-Q2,Jun-2021,Sold,407221,25,SKU442, Private market,CUST12545,Center,Yael,57.5,17.75787525,10,10,1
01/05/2020,2020,2020-Q2,May-2020,Sold,470570,11,SKU225, Private market,CUST12546,Center,Aviv,32.06,9.162617875,25,28,0.892857143
01/05/2020,2020,2020-Q2,May-2020,Sold,470575,2,SKU262, Private market,CUST12547,Center,Avi,20.25,5.787367875,3,3,1
05/06/2020,2020,2020-Q2,Jun-2020,Sold,470742,2,SKU289, Private market,CUST12547,Center,Avi,48.75,14.01264725,10,10,1
09/06/2020,2020,2020-Q2,Jun-2020,Sold,470760,2,SKU402, Private market,CUST12547,Center,Avi,26.25,7.5976845,3,3,1
17/07/2020,2020,2020-Q3,Jul-2020,Sold,470950,1,SKU210, Private market,CUST12547,Center,Avi,27.6625,8.06251825,10,10,1
28/10/2020,2020,2020-Q4,Oct-2020,Sold,471420,5,SKU536, Private market,CUST12547,Center,Avi,34.375,10.16711038,5,5,1
05/11/2020,2020,2020-Q4,Nov-2020,Sold,471457,2,SKU150, Private market,CUST12547,Center,Avi,6.4425,1.88597775,6,6,1
19/11/2020,2020,2020-Q4,Nov-2020,Sold,471531,1,SKU257, Private market,CUST12547,Center,Avi,156.25,46.55840288,1,1,1
21/01/2021,2021,2021-Q1,Jan-2021,Sold,472647,1,SKU537, Private market,CUST12547,Center,Avi,621.5,190.9956976,1,2,0.5
08/02/2021,2021,2021-Q1,Feb-2021,Sold,472732,3,SKU150, Private market,CUST12547,Center,Avi,4.295,1.30706025,2,4,0.5
21/03/2021,2021,2021-Q1,Mar-2021,Sold,138732,1,SKU591, Private market,CUST12547,Center,Avi,73.55625,22.3643205,15,15,1
01/05/2020,2020,2020-Q2,May-2020,Sold,404637,1,SKU263, Private market,CUST12548,Center,Avi,24.305,6.946270375,2,2,1
11/06/2020,2020,2020-Q2,Jun-2020,Sold,404895,1,SKU239, Private market,CUST12548,Center,Avi,6.25,1.807926,1,1,1
15/06/2020,2020,2020-Q2,Jun-2020,Sold,404914,3,SKU277, Private market,CUST12548,Center,Avi,17.325,5.001443375,10,10,1
13/08/2020,2020,2020-Q3,Aug-2020,Sold,405315,27,SKU327, Private market,CUST12548,Center,Avi,48,14.1093475,40,40,1
14/10/2020,2020,2020-Q4,Oct-2020,Sold,405706,9,SKU206, Private market,CUST12548,Center,Avi,17.375,5.135974,10,10,1
10/01/2021,2021,2021-Q1,Jan-2021,Sold,88319,2,SKU377, Private market,CUST12548,Center,Avi,31.25,9.805459625,1,1,1
29/04/2021,2021,2021-Q2,Apr-2021,Sold,406995,4,SKU327, Private market,CUST12548,Center,Avi,12,3.691172,10,10,1
06/05/2021,2021,2021-Q2,May-2021,Sold,407042,3,SKU123, Private market,CUST12548,Center,Avi,4.65,1.42988925,4,4,1
01/05/2020,2020,2020-Q2,May-2020,Sold,470570,18,SKU214, Private market,CUST12549,Center,Gila,4.3575,1.245355875,2,2,1
07/05/2020,2020,2020-Q2,May-2020,Return,104059,5,SKU308, Private market,CUST12549,Center,Gila,-2.0625,-0.5874395,-2,-2,1
18/05/2020,2020,2020-Q2,May-2020,Sold,470660,30,SKU354, Private market,CUST12549,Center,Gila,185.785,52.58562125,2,2,1
19/05/2020,2020,2020-Q2,May-2020,Sold,470667,1,SKU238, Private market,CUST12549,Center,Gila,1.22875,0.346810625,1,1,1
22/05/2020,2020,2020-Q2,May-2020,Sold,470678,1,SKU239, Private market,CUST12549,Center,Gila,6.25,1.78367575,1,1,1
17/06/2020,2020,2020-Q2,Jun-2020,Sold,470804,19,SKU179, Private market,CUST12549,Center,Gila,13.59375,3.915250625,5,5,1
06/07/2020,2020,2020-Q3,Jul-2020,Sold,470878,6,SKU231, Private market,CUST12549,Center,Gila,0,0,3,3,1
22/07/2020,2020,2020-Q3,Jul-2020,Sold,470965,14,SKU321, Private market,CUST12549,Center,Gila,4.1175,1.2000875,2,2,1
10/09/2020,2020,2020-Q3,Sep-2020,Sold,471196,3,SKU206, Private market,CUST12549,Center,Gila,17.375,5.12234675,10,10,1
14/09/2020,2020,2020-Q3,Sep-2020,Sold,471212,48,SKU279, Private market,CUST12549,Center,Gila,15.18875,4.417902875,1,1,1
30/09/2020,2020,2020-Q3,Sep-2020,Sold,471272,38,SKU325, Private market,CUST12549,Center,Gila,11.25,3.24488025,6,6,1
10/11/2020,2020,2020-Q4,Nov-2020,Sold,471478,8,SKU127, Private market,CUST12549,Center,Gila,17.6875,5.237637,10,10,1
17/12/2020,2020,2020-Q4,Dec-2020,Sold,472481,19,SKU216, Private market,CUST12549,Center,Gila,36.4125,11.186636,30,30,1
02/02/2021,2021,2021-Q1,Feb-2021,Return,104110,1,SKU335, Private market,CUST12549,Center,Gila,-1.3,-0.395377125,-1,-1,1
17/03/2021,2021,2021-Q1,Mar-2021,Sold,472908,2,SKU275, Private market,CUST12549,Center,Gila,637.5,192.6563916,120,120,1
01/05/2020,2020,2020-Q2,May-2020,Sold,404635,21,SKU264, Private market,CUST12550,Center,Dalia ,18.3925,5.256501875,1,1,1
12/05/2020,2020,2020-Q2,May-2020,Sold,404708,1,SKU149, Private market,CUST12550,Center,Dalia ,252.875,71.88032975,100,100,1
15/05/2020,2020,2020-Q2,May-2020,Sold,404733,10,SKU196, Private market,CUST12550,Center,Dalia ,138,39.30504125,60,60,1
22/09/2020,2020,2020-Q3,Sep-2020,Sold,405565,13,SKU127, Private market,CUST12550,Center,Dalia ,53.0625,15.4161825,30,30,1
19/10/2020,2020,2020-Q4,Oct-2020,Sold,405735,1,SKU197, Private market,CUST12550,Center,Dalia ,1.985,0.586757375,2,2,1
20/10/2020,2020,2020-Q4,Oct-2020,Sold,405747,22,SKU307, Private market,CUST12550,Center,Dalia ,0,0,4,4,1
02/11/2020,2020,2020-Q4,Nov-2020,Sold,405826,2,SKU499, Private market,CUST12550,Center,Dalia ,0,0,6,6,1
11/11/2020,2020,2020-Q4,Nov-2020,Sold,405888,1,SKU152, Private market,CUST12550,Center,Dalia ,7.9,2.340047375,1,1,1
01/12/2020,2020,2020-Q4,Dec-2020,Sold,406022,1,SKU489, Private market,CUST12550,Center,Dalia ,35,10.545345,10,10,1
29/12/2020,2020,2020-Q4,Dec-2020,Sold,406205,14,SKU154, Private market,CUST12550,Center,Dalia ,9.7325,3.026274875,1,1,1
20/01/2021,2021,2021-Q1,Jan-2021,Sold,406342,1,SKU411, Private market,CUST12550,Center,Dalia ,7,2.165841625,1,2,0.5
26/01/2021,2021,2021-Q1,Jan-2021,Sold,406380,2,SKU269, Private market,CUST12550,Center,Dalia ,14.31875,4.3654725,1,1,1
08/02/2021,2021,2021-Q1,Feb-2021,Sold,406466,1,SKU156, Private market,CUST12550,Center,Dalia ,3.54625,1.079199625,1,1,1
13/03/2021,2021,2021-Q1,Mar-2021,Sold,406685,9,SKU179, Private market,CUST12550,Center,Dalia ,0,0,10,10,1
16/03/2021,2021,2021-Q1,Mar-2021,Sold,406704,2,SKU132, Private market,CUST12550,Center,Dalia ,8.42375,2.545708625,1,1,1
16/04/2021,2021,2021-Q2,Apr-2021,Sold,406894,15,SKU154, Private market,CUST12550,Center,Dalia ,0,0,2,2,1
01/05/2021,2021,2021-Q2,May-2021,Sold,406999,2,SKU236, Private market,CUST12550,Center,Dalia ,19.6125,6.04205175,1,1,1
03/05/2021,2021,2021-Q2,May-2021,Sold,407013,8,SKU249, Private market,CUST12550,Center,Dalia ,0,0,18,18,1
03/05/2020,2020,2020-Q2,May-2020,Return,159454,1,SKU156, Private market,CUST12551,Center,Yael,-7.0925,-2.031652875,-2,-2,1
08/05/2020,2020,2020-Q2,May-2020,Sold,404688,5,SKU174, Private market,CUST12551,Center,Yael,1.83,0.521219,2,2,1
01/06/2020,2020,2020-Q2,Jun-2020,Sold,404816,3,SKU174, Private market,CUST12551,Center,Yael,1.83,0.5225585,2,2,1
08/06/2020,2020,2020-Q2,Jun-2020,Sold,404872,1,SKU135, Private market,CUST12551,Center,Yael,5.18,1.499276375,4,4,1
02/09/2020,2020,2020-Q3,Sep-2020,Sold,405436,39,SKU231, Private market,CUST12551,Center,Yael,0,0,3,3,1
15/12/2020,2020,2020-Q4,Dec-2020,Sold,406113,32,SKU306, Private market,CUST12551,Center,Yael,0,0,3,3,1
10/03/2021,2021,2021-Q1,Mar-2021,Sold,406667,19,SKU206, Private market,CUST12551,Center,Yael,17.375,5.214585875,10,10,1
19/04/2021,2021,2021-Q2,Apr-2021,Sold,406904,5,SKU174, Private market,CUST12551,Center,Yael,3.66,1.115513625,4,4,1
03/05/2020,2020,2020-Q2,May-2020,Sold,88016,1,SKU265, Meuhedet,CUST12552,Center,Dalia ,10.25,2.9361215,5,5,1
09/06/2020,2020,2020-Q2,Jun-2020,Sold,404875,1,SKU196, Meuhedet,CUST12552,Center,Dalia ,37.5,10.853835,40,40,1
18/06/2020,2020,2020-Q2,Jun-2020,Sold,404943,25,SKU237, Meuhedet,CUST12552,Center,Dalia ,15.5,4.46428575,40,40,1
22/06/2020,2020,2020-Q2,Jun-2020,Sold,404961,7,SKU126, Meuhedet,CUST12552,Center,Dalia ,40,11.60429363,20,20,1
30/06/2020,2020,2020-Q2,Jun-2020,Sold,88077,1,SKU265, Meuhedet,CUST12552,Center,Dalia ,12.3,3.579743875,6,6,1
14/07/2020,2020,2020-Q3,Jul-2020,Sold,405114,24,SKU370, Meuhedet,CUST12552,Center,Dalia ,2.625,0.759328875,2,2,1
03/08/2020,2020,2020-Q3,Aug-2020,Sold,405242,23,SKU269, Meuhedet,CUST12552,Center,Dalia ,16.25,4.7681925,4,5,0.8
16/09/2020,2020,2020-Q3,Sep-2020,Sold,405531,9,SKU259, Meuhedet,CUST12552,Center,Dalia ,6.4375,1.881209875,10,10,1
17/09/2020,2020,2020-Q3,Sep-2020,Sold,405544,57,SKU213, Meuhedet,CUST12552,Center,Dalia ,18.75,5.49692175,3,3,1
03/10/2020,2020,2020-Q4,Oct-2020,Sold,405628,29,SKU146, Meuhedet,CUST12552,Center,Dalia ,69,20.13422825,4,4,1
21/10/2020,2020,2020-Q4,Oct-2020,Sold,88214,2,SKU229, Meuhedet,CUST12552,Center,Dalia ,85.6275,25.34107725,1,1,1
26/10/2020,2020,2020-Q4,Oct-2020,Sold,405779,18,SKU155, Meuhedet,CUST12552,Center,Dalia ,11,3.25636475,10,10,1
07/01/2021,2021,2021-Q1,Jan-2021,Sold,406251,19,SKU368, Meuhedet,CUST12552,Center,Dalia ,4.35,1.35810175,2,3,0.666666667
18/01/2021,2021,2021-Q1,Jan-2021,Sold,406324,46,SKU153, Meuhedet,CUST12552,Center,Dalia ,21.8,6.747137125,8,16,0.5
23/01/2021,2021,2021-Q1,Jan-2021,Sold,406360,25,SKU139, Meuhedet,CUST12552,Center,Dalia ,10.25,3.125,2,4,0.5
27/01/2021,2021,2021-Q1,Jan-2021,Sold,406388,4,SKU150, Meuhedet,CUST12552,Center,Dalia ,19,5.8139535,10,20,0.5
02/02/2021,2021,2021-Q1,Feb-2021,Sold,406423,8,SKU310, Meuhedet,CUST12552,Center,Dalia ,3.075,0.935219,1,2,0.5
22/02/2021,2021,2021-Q1,Feb-2021,Sold,406558,6,SKU253, Meuhedet,CUST12552,Center,Dalia ,19.75,6.037908875,2,2,1
24/05/2021,2021,2021-Q2,May-2021,Sold,407146,8,SKU216, Meuhedet,CUST12552,Center,Dalia ,29.625,9.1013825,30,30,1
03/05/2020,2020,2020-Q2,May-2020,Sold,623134,1,SKU202,Institutional Market,CUST12553,Center,Elad,0,0,1,1,1
04/05/2020,2020,2020-Q2,May-2020,Sold,623134,8,SKU138,Institutional Market,CUST12553,Center,Elad,0,0,11,12,0.916666667
17/05/2020,2020,2020-Q2,May-2020,Sold,463313,6,SKU347,Institutional Market,CUST12553,Center,Elad,0,0,1,1,1
19/05/2020,2020,2020-Q2,May-2020,Sold,463319,3,SKU252,Institutional Market,CUST12553,Center,Elad,0,0,1,1,1
28/05/2020,2020,2020-Q2,May-2020,Sold,463333,2,SKU220,Institutional Market,CUST12553,Center,Elad,0,0,30,30,1
30/06/2020,2020,2020-Q2,Jun-2020,Sold,463390,1,SKU348,Institutional Market,CUST12553,Center,Elad,0,0,2,2,1
17/07/2020,2020,2020-Q3,Jul-2020,Sold,463422,7,SKU190,Institutional Market,CUST12553,Center,Elad,0,0,60,60,1
25/07/2020,2020,2020-Q3,Jul-2020,Sold,463434,1,SKU252,Institutional Market,CUST12553,Center,Elad,0,0,1,1,1
23/08/2020,2020,2020-Q3,Aug-2020,Sold,463482,7,SKU190,Institutional Market,CUST12553,Center,Elad,0,0,60,60,1
25/08/2020,2020,2020-Q3,Aug-2020,Sold,463487,4,SKU376,Institutional Market,CUST12553,Center,Elad,0,0,1,1,1
15/09/2020,2020,2020-Q3,Sep-2020,Sold,463524,2,SKU202,Institutional Market,CUST12553,Center,Elad,0,0,1,1,1
24/09/2020,2020,2020-Q3,Sep-2020,Sold,463541,1,SKU219,Institutional Market,CUST12553,Center,Elad,0,0,20,20,1
11/10/2020,2020,2020-Q4,Oct-2020,Sold,463566,1,SKU202,Institutional Market,CUST12553,Center,Elad,0,0,1,1,1
18/10/2020,2020,2020-Q4,Oct-2020,Sold,463579,1,SKU219,Institutional Market,CUST12553,Center,Elad,0,0,15,15,1
20/10/2020,2020,2020-Q4,Oct-2020,Sold,463583,4,SKU219,Institutional Market,CUST12553,Center,Elad,0,0,35,35,1
08/11/2020,2020,2020-Q4,Nov-2020,Sold,463615,1,SKU235,Institutional Market,CUST12553,Center,Elad,0,0,1,1,1
28/11/2020,2020,2020-Q4,Nov-2020,Sold,463648,1,SKU195,Institutional Market,CUST12553,Center,Elad,0,0,2,2,1
01/12/2020,2020,2020-Q4,Dec-2020,Sold,463651,3,SKU288,Institutional Market,CUST12553,Center,Elad,0,0,30,30,1
04/12/2020,2020,2020-Q4,Dec-2020,Sold,463658,2,SKU252,Institutional Market,CUST12553,Center,Elad,0,0,1,1,1
11/12/2020,2020,2020-Q4,Dec-2020,Sold,463669,1,SKU348,Institutional Market,CUST12553,Center,Elad,0,0,2,2,1
